state_id,state_name,district_id,district_name,disease_id,disease_name,out,month,cattle,buaffalo,goat,sheep,pig,d_bovine,d_s_g,d_pig,d_b_s_g,d_all,Air_temp,Cloud_cover,Precipitation_rate,Precipitation_water,Precipitation,Pressure,Relative_humidity,Sea_Level_pressure,Soil_moisture,Soil_Temperature,t_max,t_min,Temperature,u_wind,V_wind,wet,Wind_speed,EVI,LAI,LST,NDVI,PET,Vapour_pressure,Delta_Air_temp,Delta_Cloud.cover,Delta_Precipitation_rate,Delta_Precipitation_water,Delta_Precipitation,Delta_Pressure,Delta_Relative.humidity,Delta_Sea_level_pressure,Delta_Soil_moisture,Delta_Soil.temperature,Delta_tmax,Delta_tmin,Delta_Temp,Delta_u_wind,Delta_v_wind,Delta_wet,Delta_wind_speed,Delta_EVI,Delta_LAI,Delta_LST,Delta_NDVI,Delta_PET,Delta_Vapour_pressure,Max_temp_event,Min_temp_event,Rainfall_event,Diurnal_temperature_range,Delta_Diurnal_temperature_range,Forest_fire,Air_temp_lag,Cloud_cover_lag,Precipitation_rate_lag,Precipitation_water_lag,Precipitation_lag,Pressure_lag,Relative_humidity_lag,Sea_Level_pressure_lag,Soil_moisture_lag,Soil_Temperature_lag,t_max_lag,t_min_lag,Temperature_lag,u_wind_lag,V_wind_lag,wet_lag,Wind_speed_lag,EVI_lag,LAI_lag,LST_lag,NDVI_lag,PET_lag,Vapour_pressure_lag,Delta_Air_temp_lag,Delta_Cloud.cover_lag,Delta_Precipitation_rate_lag,Delta_Precipitation_water_lag,Delta_Precipitation_lag,Delta_Pressure_lag,Delta_Relative.humidity_lag,Delta_Sea_level_pressure_lag,Delta_Soil_moisture_lag,Delta_Soil.temperature_lag,Delta_tmax_lag,Delta_tmin_lag,Delta_Temp_lag,Delta_u_wind_lag,Delta_v_wind_lag,Delta_wet_lag,Delta_wind_speed_lag,Delta_EVI_lag,Delta_LAI_lag,Delta_LST_lag,Delta_NDVI_lag,Delta_PET_lag,Delta_Vapour_pressure_lag,Max_temp_event_lag,Min_temp_event_lag,Rainfall_event_lag,Diurnal_temperature_range_lag,Delta_Diurnal_temperature_range_lag,Forest_fire_lag,rating,Month_score
1,ANDHRA PRADESH,102,Anantapur,189,Lumpy Skin Diseases,0,4,497102,285443,884186,4926587,12767,40.90669106,303.7518557,0.667381077,344.6585468,345.3259279,16378.87001,2222.774225,775.48694,7.370858603,693.4087989,-1016.029955,-260.1786465,70.1507534,-23.45567591,83.84757774,33.5221065,106.7732424,-43.28889522,13.83633144,31.72053027,-30.06496252,11.95656721,-3.766750461,15.0542215,4.356404735,-5.851348893,0.597800849,-3.370770951,-4.375975759,0.227176574,6.169654386,0.269710337,-0.163287293,-6.084387209,0.542769365,-3.866937289,-3.012372394,-1.921786859,-1.790650996,1.458624038,-0.741348862,0.523643948,-0.238005254,0.885790727,1.08601616,-0.727620778,-0.263244381,-0.023392685,0.438468651,-0.043000338,0.094082168,0.019498955,0.00159788,0.032842452,0.012819467,9.64E-06,8.18E-06,16579.50214,2361.031417,873.4737444,8.479619735,834.5613927,-904.7091369,-204.5185212,117.4247384,-31.94383369,88.79283798,34.86889314,85.81950196,-164.2340424,5.659291605,21.2295542,-24.90178391,10.15365828,-1.364456158,9.367343227,-1.907501897,-3.639427218,-5.541490835,-1.133184018,-1.885723593,0.310813268,7.966953654,-1.099251239,-1.705107905,-5.379782203,-0.073783831,-1.065721594,-1.007346637,-1.779499067,-1.284109902,1.333448882,-0.786211105,0.040137178,-0.053453072,1.325354177,-0.657657328,-0.250323197,0.003014444,-0.288503778,0.387496232,0.010229217,0.086138615,0.021054891,0.003852851,0.007305259,0.010342848,3.34E-06,-1.71E-05,0,0
1,ANDHRA PRADESH,102,Anantapur,189,Lumpy Skin Diseases,0,4,497102,285443,884186,4926587,12767,40.90669106,303.7518557,0.667381077,344.6585468,345.3259279,-16769.51659,2282.964793,2704.148461,-156.0443588,497.7522275,-99.4144642,-764.065688,7.275588145,47.00829716,61.44772962,-20.41277568,-2.945076539,-15.16547756,-8.261555542,1.87627084,8.605547518,7.225729766,-8.570400579,1.073736326,10.29788164,26.4819691,7.244582594,-13.71435486,3.172241124,-2.889346835,-3.995649286,7.541961222,1.442865847,-1.017058835,-1.391718691,1.244580394,-0.5603842,-0.360637831,1.920003808,-1.818211972,1.499173675,0.810787751,-0.264727257,-1.289742416,0.050676628,-0.000674065,-0.070941077,-0.188006167,0.340768927,0.009274808,0.062981888,-0.027913016,0.006366825,-0.016311917,-0.000641776,9.00E-06,-1.12E-05,-16693.91456,2443.142782,2896.723438,-150.3447692,504.2276868,-998.5095359,96.92463889,-109.0287588,-0.732112585,108.5989393,-19.36943396,5.461707119,-104.5662121,-12.24531575,5.167091829,4.56884592,2.838310399,-14.63490161,0.290061346,12.27361291,25.455046,5.770518081,-12.41621829,3.379482411,-3.882319159,-3.992031544,5.768274595,-0.483428286,0.732074687,0.362037312,1.533727767,-0.497232154,0.023653019,1.443638577,-0.67629744,0.896138094,0.785343594,-0.188540343,-1.698183281,-0.008868451,-0.47564789,-0.155781122,-0.283614512,0.307505796,0.014378082,0.045070538,-0.016690812,-0.000533265,0.003995897,-0.000881011,6.62E-06,4.63E-06,0,0
1,ANDHRA PRADESH,103,Chittoor,189,Lumpy Skin Diseases,0,4,950026,86680,535063,1696698,3111,68.42040655,147.2915127,0.20531943,215.7119192,215.9172386,16298.57514,3753.596449,928.5311929,7.411869784,1077.991688,-1039.901482,-251.5589377,108.296207,16.35258786,-80.65772343,38.7004985,83.32132431,-119.8586811,11.50385726,-5.46448379,-23.61470067,7.610557886,3.244984901,19.28266919,2.298239869,1.757976957,5.472769564,-6.251302248,-12.86341933,2.618381578,-0.95372922,3.576159226,-2.790200874,-1.772353466,-0.215956034,2.018226258,-2.90147011,-2.792376645,0.858185597,1.807368207,-0.773249994,0.692876801,-0.511197502,-0.210901193,1.44175691,-1.321574282,-0.135264916,-0.191006658,0.534448041,-0.069493288,0.020210475,0.038411082,-0.010202492,0.0696945,0.003176674,-7.03E-06,1.66E-05,16513.17725,3937.633361,1050.594481,-4.510856515,328.5648616,-1102.99344,-263.8606201,219.8424954,29.23014466,-67.78316915,42.39680555,66.11693141,-252.9971807,12.38937484,-16.47222924,-10.52131112,2.569178894,8.448234635,12.15772171,-5.273618873,-1.110642934,-2.62631856,-3.406494301,-11.51953008,-2.914815228,0.592383837,0.764265257,-4.205179385,-2.578709352,-1.156709334,1.750998195,-1.095937344,-1.373905844,0.468540786,2.075782811,-1.071114822,0.007828653,-0.494977615,-0.05872122,0.542513213,-0.94865497,-0.044512707,-0.387411576,0.471885632,-0.065284647,0.017104544,0.013903378,-0.013223867,0.077018677,0.004263484,2.44E-06,-8.24E-06,0,0
1,ANDHRA PRADESH,103,Chittoor,189,Lumpy Skin Diseases,0,4,950026,86680,535063,1696698,3111,68.42040655,147.2915127,0.20531943,215.7119192,215.9172386,-16778.55603,2282.5792,2711.298187,-150.5772932,533.8855904,-696.481979,-633.5260233,-20.08484879,-88.92884215,-46.32232772,-14.38498047,9.281858607,-149.6474545,-0.309803512,-7.192398489,10.007675,6.787678891,-7.993478215,2.320975688,4.472005639,6.45566179,15.82310082,-3.000995208,7.231534798,-1.227158116,-3.902250893,5.8395165,-1.189990361,0.091894065,-1.435395858,-0.298537121,-3.728840897,-0.546476814,0.891852259,-2.156321175,1.756779814,0.780362425,0.071647511,-1.198976999,0.620144395,0.406385374,0.059955525,-0.32998041,0.399625688,0.011694609,0.039689724,-0.024547658,0.02602214,-0.117044335,0.00236534,-4.96E-06,1.43E-05,-16678.50751,2428.052302,2909.766505,-150.452115,638.8936551,-690.914161,-650.511044,-74.6418609,-99.63405914,13.19718818,-16.70037854,10.35822466,-155.0621463,-3.476250175,-8.659754759,9.3101514,1.712462137,-5.900986634,-1.295638483,6.284376187,7.178705475,7.436322088,-2.155260547,0.357836946,-1.745796919,0.011214907,4.771759395,-1.692808491,-0.41940629,-0.218737866,0.8934573,-1.569894319,-1.027835471,1.350375218,-1.455208903,0.529986354,0.247933338,-0.281861041,-1.289638434,0.406645335,-0.051492394,0.060511154,-0.471935818,0.297231959,-0.0039421,0.08438287,-0.025801168,0.019624976,-0.101009608,0.001879611,1.33E-05,-1.17E-05,0,0
1,ANDHRA PRADESH,104,Y.S.R.,189,Lumpy Skin Diseases,0,4,137099,486581,578607,1869861,3625,40.60681034,159.4158474,0.23601797,200.0226577,200.2586757,16333.65975,3436.9735,1253.729553,1.515022011,692.9780675,-1110.121985,-296.5852739,-2.081231729,9.95126706,-18.51007987,46.18415847,134.2367447,-345.3011022,11.21468623,-8.970579368,-25.71500745,8.178320183,-9.323841437,3.485254396,-0.375899606,-3.078827992,8.867378255,-6.854313418,-10.04735959,4.265557403,1.025364656,1.125995541,-2.403854369,-2.913344341,0.197856267,-0.647640909,-4.675645376,-1.892202203,0.079915056,1.601388651,-0.261699793,0.007039835,-0.083221544,0.72405559,0.80513725,-0.944462924,-0.030012307,-0.064462352,0.534684265,0.05701057,0.075581918,0.116723829,-0.03080243,0.0525446,0.007701353,-9.16E-07,1.47E-05,16558.27204,3621.84768,1365.264463,-0.175679844,584.568601,-1111.097853,-282.2793322,88.23515063,52.46725989,-42.03503095,53.80722294,127.7843865,-622.2681722,6.999544558,-26.97869979,-14.79477166,6.541015465,-5.132033885,1.662745279,-7.271512095,-4.308868108,-0.088336033,-4.046377364,-9.474832215,-1.323838966,2.50430672,-2.460435107,-4.463605927,-2.255548665,0.498890651,-1.728835906,-3.858583512,-1.437219395,0.705741027,1.965342629,-0.81599654,-0.414777442,-0.552069903,0.649540912,0.322224094,-0.57483095,0.075588807,-0.191902243,0.457945526,0.035195409,0.100039208,0.000741141,-0.019547387,0.079407478,0.009125757,1.01E-05,-5.85E-06,0,0
1,ANDHRA PRADESH,104,Y.S.R.,189,Lumpy Skin Diseases,0,4,137099,486581,578607,1869861,3625,40.60681034,159.4158474,0.23601797,200.0226577,200.2586757,-16783.94354,4089.773096,4515.132866,-167.1257699,509.74739,-655.9029206,-622.6458098,7.686390916,-34.74459035,0.177779209,-13.3228781,8.659598318,-220.0737534,7.40848917,-16.2544705,8.653643531,-0.206916123,-28.05576397,5.201078569,-16.04532647,22.33893698,13.22612682,-18.49619619,-2.940489422,0.744959835,-3.968357146,8.086129016,1.229295647,-0.798853797,-2.160203568,-0.853001206,-3.956737459,-0.613454311,0.589429602,-2.408739657,1.036287655,0.596195004,-0.161311542,-1.272698435,0.246556975,3.347929118,0.04784144,-0.366161719,0.373148062,0.212255336,0.107673785,0.109415918,-0.001130831,-0.056173359,0.005491167,-2.57E-07,8.89E-06,-16671.48087,4239.258233,4717.005308,-167.3829442,578.7833012,-661.5564973,-638.17314,-69.91324005,-94.79908014,16.09063133,-14.92801207,6.30615465,-201.0505859,0.380176953,-15.63372555,11.27684021,-1.628603892,-25.99390476,-1.546053242,-12.00234344,24.54214533,7.97075654,-19.65331412,-2.771119662,-3.13811473,-2.557943566,6.7041964,0.049379876,-1.074155572,-0.278231432,0.685590934,-2.467511584,-0.565214415,1.496827542,-1.34202307,0.080479334,0.154767334,-0.487424886,-1.473451777,-0.044913404,3.387134278,-0.089449363,-0.434337261,0.282566043,0.184378347,0.140364974,0.050371148,-0.012570372,-0.027713184,0.00099107,1.39E-05,-1.40E-05,0,0
1,ANDHRA PRADESH,105,East Godavari,189,Lumpy Skin Diseases,0,4,396021,585246,318696,316480,18646,90.79920422,58.77449801,1.725363191,149.5737022,151.2990654,16262.54167,4219.779651,2732.145163,-11.09274159,753.9565505,-737.6639309,-125.6519464,147.6029831,-52.40959674,-6.316889185,54.4379213,125.6885601,-629.1073205,9.774173292,-24.24548127,-11.87134336,-4.67764619,-1.503533522,15.60677435,-3.45735861,11.54210554,0.937506807,8.398849821,-10.69215604,-1.769712538,-4.954822203,-3.959454204,0.182720577,-3.405657848,-1.927362576,-0.151631652,-3.142064444,-1.330857761,-3.021440534,-0.812276112,0.176457623,0.4078606,-0.166542943,0.089104778,-0.671345345,0.064335996,0.347193291,-0.142500225,0.542504848,-0.046527032,0.068810681,-0.015736295,-0.033471926,0.068452859,4.72E-05,-7.66E-06,1.76E-06,16489.94311,4452.016972,2936.589422,-65.45905104,-2653.956566,-849.1628254,-131.2820317,184.9130964,-17.88010459,41.22489512,41.63238546,57.20959719,-235.9882283,16.19502588,-22.72644303,-2.169107181,-3.415945466,10.22205732,18.09083803,-2.130911148,-1.747261548,-0.161005539,1.507087972,-11.37305589,-4.26158273,-1.548227015,-4.513788597,-1.754975832,-5.995730831,-2.02116906,2.555750662,-1.463754166,0.61032526,-2.136426274,0.751590723,-0.693053622,0.540192495,-0.241700643,-0.217340615,0.259732739,-0.313962091,0.071262607,0.224122172,-0.238753144,0.081696897,-0.124822345,-0.315403631,0.006290709,0.074145516,-0.02030096,-1.11E-05,-6.49E-06,0,0
1,ANDHRA PRADESH,105,East Godavari,189,Lumpy Skin Diseases,0,4,396021,585246,318696,316480,18646,90.79920422,58.77449801,1.725363191,149.5737022,151.2990654,-16931.20692,4402.070511,4863.338568,-216.7368652,-2228.281526,-341.2879382,-749.7197064,49.01230284,14.76676973,7.977147269,-12.3199396,-10.16414977,-99.01186247,20.58708498,-9.066700201,11.75713139,1.195128234,-14.10911472,6.549885609,-11.86228476,7.612116003,18.15720788,-12.03626799,2.891580508,-0.109338569,-6.791246688,7.352815483,0.288124609,-0.001490559,-1.534122795,-0.732597603,-5.997087931,0.228638079,-1.544497569,-0.418842509,-1.151646842,-0.449735279,-0.051477276,-0.464128925,0.248925968,4.085460988,-0.051330894,-0.439218896,0.493618392,0.09443223,0.01202653,-0.013313771,0.004210941,-0.102025087,-0.001788173,3.45E-06,-1.56E-05,-16924.67661,4498.529889,5009.92655,-217.6194947,-2065.978699,-99.39829292,-660.4809785,10.22700317,-16.94490251,61.48902721,-14.23871137,-8.643495777,-87.18474748,19.52731451,-9.106584285,10.26798618,-2.070885771,-10.85853994,0.40117898,-14.46611274,8.790264036,10.79123618,-9.056469962,2.940116631,-1.079590429,-4.96808532,7.029387949,2.045574273,0.65511694,-0.22431127,-0.840964976,-4.516187704,0.870731863,0.542220743,0.55633156,-2.233865323,-1.453858382,-0.046485458,0.502379914,-0.990793165,3.856027753,-0.041542934,-0.504002605,0.364784846,-0.077906088,0.131117759,0.11024177,-0.050665929,0.003390524,-0.016717873,-1.26E-05,1.63E-05,0,0
1,ANDHRA PRADESH,106,Guntur,189,Lumpy Skin Diseases,0,4,95927,882347,196153,704863,4128,85.88130981,79.09893776,0.362391362,164.9802476,165.3426389,16291.18519,3535.538063,3398.291956,-6.358154225,861.5578177,-993.9748898,-248.8856476,116.6866219,13.93852171,-57.34454158,35.1403101,80.43997202,22.26992193,-0.314501552,14.46440019,5.525763266,-5.996079876,1.245526934,11.7852985,4.030492589,1.826255325,-1.566942021,2.488699609,-13.16302531,-2.356050099,-4.336957529,-3.951534501,-2.185861822,-7.808255022,-2.07976862,-1.085195964,-3.539754848,-2.509691818,-0.516736321,0.820318458,-0.791725885,-0.035315683,-0.03552716,0.675429431,0.847635188,0.276533386,-0.130011475,-0.166903225,0.454094272,-0.09997825,0.191197946,0.107073305,0.005610928,-0.02154103,-0.007577219,1.18E-05,-4.68E-05,16540.89359,3741.788795,3543.836475,-14.09475261,494.317432,-911.2917044,-196.5581314,193.5809435,-34.7656457,18.55828924,30.10266804,50.87669281,16.24243611,1.665326086,-0.291644798,7.761887028,-2.685898621,7.196485333,8.074690567,0.568089201,-2.796093561,-5.023561004,2.500077397,-11.23696078,-9.14484323,-1.562505809,-5.521890406,-4.501286885,-9.347170729,-3.307620988,0.806851699,-1.432602191,-0.571176099,-2.17449903,1.613656302,-0.871070067,-0.459662212,0.183925738,0.976206204,0.199555095,0.339560958,-0.175622826,-0.387433595,0.446093835,-0.173869636,0.131998892,0.118227892,0.002925834,-0.005720633,-0.016651718,6.18E-06,-3.81E-05,0,0
1,ANDHRA PRADESH,106,Guntur,189,Lumpy Skin Diseases,0,4,95927,882347,196153,704863,4128,85.88130981,79.09893776,0.362391362,164.9802476,165.3426389,-16925.20867,4153.886275,4608.952503,-212.8733243,-2206.604365,-531.954219,-546.8254825,-9.002388504,-67.27635916,-8.606384188,-15.44957294,-16.86153767,4.025999157,20.11532407,-3.421744973,13.38399112,4.993635712,-14.03022516,9.839617217,-15.29400007,8.096660736,14.15835793,-10.25918672,2.954130447,-1.945073391,-4.90021387,8.731890658,-0.349051735,-2.199534011,-0.191622439,0.213815209,-4.439325185,-1.028713119,-1.199394951,-0.522600136,-1.564759113,-0.582143883,-0.119903769,-0.512690639,0.492217866,3.67011437,-0.081235261,-0.409243484,0.472805204,0.087100986,0.062081805,0.049137381,0.000204848,-0.115941584,-0.000537559,-7.42E-06,-8.45E-08,-16913.51202,4238.004657,4771.976806,-217.4708946,-2190.081111,-91.2797988,-657.754481,-25.34253392,-31.15541108,57.56437752,-17.06886692,-14.98782547,-1.246165677,20.20360724,-3.174520306,11.11147656,0.433659319,-8.074384274,2.62501629,-16.04883766,12.15383407,4.959323682,-8.273552399,3.910673992,-2.688194371,-3.598356252,9.765238153,0.756671209,-1.669587183,0.274431913,-0.505634276,-3.257276379,-0.108391574,0.597365147,0.789570123,-2.595060622,-1.466244748,-0.402253905,0.109056008,-0.161215862,3.415408279,-0.158041677,-0.462221442,0.411086659,0.010551241,0.082989344,0.058377225,-0.015495864,-0.101220832,-0.005805925,-1.63E-05,1.30E-05,0,0
